job title,salary estimate,job description,rating,company name,location,size,founded,type of ownership,industry,sector,revenue,min_salary,max_salary,avg_salary,company_txt,job_state,age,python,R,spark,aws,cloud,excel
"Research and Development Scientist, Immunology Critical Raw Materials",$94K - $158K,miravista diagnostics,-1.0,"MiraVista Diagnostics, LLC","Indianapolis, IN",-1,-1,-1,-1,-1,-1,94,158,126.0,"MiraVista Diagnostics, LLC",IN,-1,0,0,0,0,0,0
Data Scientist,$94K - $158K,"avant is dedicated to building premier digital banking solutions for the middle class through a combination of technology, analytics and superior customer service. since 2012, avant has connected over one million customers to $6.5 billion in loans and to 200,000 credit cards. a high growth financial technology company, avant has been featured in the wall street journal, the new york times, techcrunch, fortune, bloomberg, and has raised over $600 million of equity capital. visit www.avant.com for more information.",3.2,Avant,"Chicago, IL",501 to 1000 Employees,2012,Company - Private,Lending,Finance,Unknown / Non-Applicable,94,158,126.0,Avant,IL,8,0,0,0,0,0,0
"Data, Analytics and Visualization Engineer",$94K - $158K,"p&g is the largest consumer packaged goods company in the world. we have operations in over 75 countries, with 65 trusted brands that improve lives for 5 billion consumers worldwide. this brings many advantages, including the opportunity for our employees to enjoy a diverse and rewarding lifelong career filled with new and exciting challenges.",4.2,Procter & Gamble,"Greensboro, NC",10000+ Employees,1837,Company - Public,-1,-1,$10+ billion (USD),94,158,126.0,Procter & Gamble,NC,183,0,0,0,0,0,0
ETL Developer/Data Engineer,$94K - $158K,"qlarion seeks technical data consultants who can and have worked directly with clients to understand their business and translate that understanding into valuable analytical assets that improve operations and make an impact in the community. through their work experience, our consultants demonstrate a passion for data and desire for continuous education and growth. we seek dynamic, well-rounded technologists that possess a solid business acumen plus great functional skills and a desire to communicate their ideas and work directly with clients.",5.0,Qlarion Inc.,"Richmond, VA",1 to 50 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,94,158,126.0,Qlarion Inc.,VA,10,0,0,0,0,0,0
Data Scientist,$94K - $158K,why we work at dun & bradstreet,3.3,Dun & Bradstreet,"Short Hills, NJ",1001 to 5000 Employees,1841,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),94,158,126.0,Dun & Bradstreet,NJ,179,0,0,0,0,0,0
Machine Learning Engineer,$94K - $158K,description,3.7,TransRe,"New York, NY",501 to 1000 Employees,1977,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),94,158,126.0,TransRe,NY,43,0,0,0,0,0,0
"Data Scientist, LiveRamp Safe Haven",$94K - $158K,"data scientist, liveramp safe haven

liveramp is the leading data connectivity platform. we are committed to connecting the world's data safely and effectively, advancing innovation, and empowering people to do good. our platform powers customer experiences centered around the needs and concerns of real people, keeping the internet open for all. we enable individuals around the world to connect with the brands and products they love. liverampers thrive on solving challenging problems for the good of humanity—and we're always looking for smart, kind, and creative people to help us get there.


mission: liveramp makes it safe and easy for businesses to use data effectively.

liveramp is currently ramping up its safe haven business in the u.s. and is in need of skilled data scientists who can tell our customers a story with their data. you'll work directly with our largest and most complex clients' datasets and data teams to help them derive value from the newly unlocked potential that safe haven provides them. in this capacity you will work with vast amounts of data ranging from retail transaction data to online exposure data and you'll help our customers see the trends and paint a picture of what it all means.


you will:

work efficiently with client data and analytics partners to define, configure, extract, aggregate, package, synthesize, and share data, results, and actionable insight to support client campaigns, products, or business decisions
act as an advertising and retail measurement data subject matter expert (sme)
build up a strong understanding and expert knowledge of the various data sources and methodologies brought together for liveramp data sharing solutions – retail transaction data, 1st-party crm data, ad exposure and response data, and 3rd-party data provider attributes (demographics, psychographics, lifestyle segments)
collaborate with client and capability teams on how to creatively leverage this rich data asset for their respective insight, segmentation, measurement, and activation needs
identify data gaps and advocate for additional data sources to meet unmet marketplace need(s)
build and foster positive reputation with client-facing delivery teams and product & engineering teams to successfully collaborate on designing, building, and launching analytical solutions
be an analytical approach artisan
outline pragmatic solutions to answering insight needs with an eye toward balancing quantitative rigor, data incompleteness, and timelines conducive to rudimentary vs. sophisticated methods
provide input to product and engineering teams on cross-format planning & measurement analysis requirements and possible solution paths
prepare and present compelling analytical presentations and effectively communicate (both in writing and verbally) complex concepts to marketing and business audiences
regularly work with the internal data science teams in engineering to provide input to the data science product roadmap and bring the knowledge of upcoming advances in our identity and products into data science
be part of the community of customer-facing data science consultants located internationally to share knowledge and ensure consistency across liveramp in our data science related services
provide mentorship and guidance to other data analysts/scientists where necessary


your team will:

help customers make sense of datasets from across the ecosystem and find meaningful value in sharing data with safe haven.


about you:

critical thinking – capable of generating consistently accurate, useful reports as well as enthusiasm for translating data into actionable insight relevant to marketing program objectives
strong quantitative and research skills with proven ability to demonstrate data interpretation capabilities in terms of reporting and dashboards
balances desire for quantitative rigor with realities of inconsistent business data
attention to detail and time management - delivering high quality, client-ready work for multiple projects across several client engagements while meeting deadlines
hands-on fluency in data extraction, manipulation, and visualization tools such as sql, hive/ impala/ redshift/ bigquery, excel, tableau, and/or others with minimal supervision
technical familiarity with scripting languages like perl, python, spark, and/ or r
familiarity with cloud computing services, especially gcp
proficient in integrating multiple data sources (1st-party, 3rd-party, media activity) and utilizing creative analytical approaches to answer client audience insight or performance questions
solid understanding of current data science best practices and technology stacks
familiarity with statistical modeling, marketing test design, and audience segmentation
comfortable presenting and interfacing directly with customers
bachelor's degree in business, marketing, math, statistics, economics, computer science or other quantitative discipline (master's preferred)
4+ years of work experience in an analytical role in a professional services environment: digital advertising, database marketing, or interactive/ technology consulting


bonus points:

knowledgeable of the media planning, measurement, and optimization process and acumen (both online and offline)
proficient with the application of analytic methods in digital and mobile channels
proficient with direct and/or interactive marketing test design
demonstrated history of innovation with emerging ad platforms, data, measurement, or analysis techniques
product development and/or extensive client service experience with omni-channel campaign measurement systems
understanding of liveramp's role in the market and the broader adtech/martech space
data privacy/security and related governance processes (privacy impact assessment, ccpa, gdpr, etc)

benefits:

people: work with talented, collaborative, and friendly people who love what they do.
in-office food: enjoy catered meals, boundless snacks, and the occasional food truck.
fun: we host in-person and virtual events such as game nights, happy hours, camping trips, and sports leagues.
work/life harmony: flexible paid time off, remote work opportunities, and paid parental leave.
whole health package: medical, dental, vision, and disability insurance. plus mental health support (via talkspace) and fitness reimbursement up to $100 per month.
savings: our 401k matching plan helps you plan ahead.
remote work support: a comprehensive program to assist you in setting up a home office that works for you
location: work in the heart of san francisco

more about us:

liveramp's mission is to connect data in ways that matter, and doing so starts with our people. we know that inspired teams enlist people from a blend of backgrounds and experiences. and we know that individuals do their best when they not only bring their full selves to work but feel like they truly belong. connecting liverampers to new ideas and one another is one of our guiding principles—one that informs how we hire, train, and grow our global team across eight countries and four continents.

liveramp is an affirmative action and equal opportunity employer (aa/eoe/w/m/vet/disabled) and does not discriminate in recruiting, hiring, training, promotion or other employment of associates or the awarding of subcontracts because of a person's race, color, sex, age, religion, national origin, protected veteran, disability, sexual orientation, gender identity, genetics or other protected status. qualified applicants with arrest and conviction records will be considered for the position in accordance with the san francisco fair chance ordinance.
california residents: please see our california personnel privacy policy for more information regarding how we collect, use, and disclose the personal information you provide during the job application process.

to all recruitment agencies: liveramp does not accept agency resumes. please do not forward resumes to our jobs alias, liveramp employees or any other company location. liveramp is not responsible for any fees related to unsolicited resumes.",4.3,LiveRamp,"San Francisco, CA",1001 to 5000 Employees,2005,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),94,158,126.0,LiveRamp,CA,15,1,0,1,0,1,0
Bioinformatics Scientist,$94K - $158K,responsibilities:,-1.0,Argentys Informatics LLC,"Silver Spring, MD",-1,-1,-1,-1,-1,-1,94,158,126.0,Argentys Informatics LLC,MD,-1,0,0,0,0,0,0
Data Scientist,$94K - $158K,company description:,3.4,Quartet Health,"New York, NY",201 to 500 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,94,158,126.0,Quartet Health,NY,6,0,0,0,0,0,0
Data Engineer,$94K - $158K,truckstop.com is hiring a data engineer,3.4,Truckstop.com,"Boise, ID",501 to 1000 Employees,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,94,158,126.0,Truckstop.com,ID,25,0,0,0,0,0,0
"Clinical Laboratory Scientist (Relocate to Afton, WY)",$94K - $158K,"while upholding the star valley health mission, vision, and values this key position is responsible for the delivery of quality patient care through the operations of the laboratory. the scope of the department is to obtain and evaluate specimens to assist in the diagnosis of patients. this is an “at-will” position.",-1.0,Star Valley Health,Utah,-1,-1,-1,-1,-1,-1,94,158,126.0,Star Valley Health,UT,-1,0,0,0,0,0,0
Principal Data Scientist,$94K - $158K,"job description:
at fidelity’s artificial intelligence center of excellence (coe), you won’t be just tinkering around the edges, you’ll be building critical solutions that will benefit our clients for years to come. we work closely with business stakeholders, collect requirements and deliver high value ai/ml solutions that drive customer and business value. those of us who love to work with data see this as the pinnacle of opportunities that you cannot find anywhere else in the industry.
the ai coe is seeking a principal data scientist with experience in virtual assistants or chatbots, natural language processing/text analytics, machine learning, various deep learning related technologies, predictive and prescriptive analytics.
the expertise you have
phd in computer science with extensive research papers on natural language processing, or master’s degree in computer science, statistics, data science or similar technical discipline with at least 5 years relevant professional experience
deep understanding of machine learning & deep learning algorithms
knowledge of most of the following quantitative fields: natural language processing, information retrieval, machine comprehension, question answering/conversational ai, reinforcement learning, knowledge graph, causal inference, and design of experiment
statistical and data science programming skills, such as python and r
the skills you bring
experience in big data, search, nlp, and chatbot technologies such as elasticsearch and solr
knowledge of deep learning and related tools such as tensorflow, keras, mxnet, or h2o is preferred
experience deploying nlp solutions in a commercial environment
the value you deliver
manage and guide data science and data engineering elements of ai projects
set a strategic direction for data identification, collection and qualification activities
lead data analysis for multiple projects with diverse scope and complex business and technical challenges across several business units and functions
implement new technologies in a production environment with product, it, and data engineering teams
present reports and findings to senior level technical and non-technical audiences
certifications:

company overview

at fidelity, we are focused on making our financial expertise broadly accessible and effective in helping people live the lives they want. we are a privately held company that places a high degree of value in creating and nurturing a work environment that attracts the best talent and reflects our commitment to our associates. we are proud of our diverse and inclusive workplace where we respect and value our associates for their unique perspectives and experiences. for information about working at fidelity, visit fidelitycareers.com.

fidelity investments is an equal opportunity employer.

fidelity will reasonably accommodate applicants with disabilities who need adjustments to complete the application or interview process. please email us at accommodations@fmr.com or 800-835-5099, prompt 2, option 2 if you would like to request an accommodation.",4.1,Fidelity Investments,"Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),94,158,126.0,Fidelity Investments,MA,74,1,0,0,0,0,0
"Scientist, Assay Development",$94K - $158K,heroes work here! do you want to join a company where you can be a hero too?,2.6,GenMark Diagnostics,"Carlsbad, CA",501 to 1000 Employees,2010,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),94,158,126.0,GenMark Diagnostics,CA,10,0,0,0,0,0,0
Business Intelligence Analyst,$94K - $158K,"business intelligence analyst
claims executive department
50 amica way, lincoln, ri 02865

think data and analytics are key parts of the solution?
the feeling is mutual.

responsibilities

gather and translate user requirements for reports, analysis, and business opportunities into technical specificationswrite sql or other querying code to extract and manipulate data from database systemstesting and validation of underlying report datautilize business intelligence tools to design, construct, test and deploy self-service reports, corporate dashboards, and scorecardsproviding technical support, including training, to report consumers for existing reportsensure that applicable enterprise wide data standards, policies and processes are executed and observeddemonstrate strong business acumen and understanding of insurance conceptstranslate and summarize data results into written reports, tables, graphs and charts to convey information to managementparticipate in new technology evaluation and ensure alignment of business unit data and analytics practices with enterprise data processes and practicesmay be called upon to handle other duties as required

hours

the 37.5-hour/week work schedule will be monday through friday between the core hours of 8 a.m. and 5 p.m.

qualifications
bachelor’s degree in computer science, information systems, mathematics or a related field preferred or equivalent work experiencecomprehensive knowledge of insurance or related field and the ability to understand complex business challenges.proficient with data discovery, data mining and creating correlationsthorough knowledge of relational database theory and structured query language (sql)exceptional analytical, quantitative and logical problem-solving abilitiesexcellent communication and presentation skillsability to be productive when working independently or collaborativelystrong organizational skills and time management skills

perks and benefits
paid vacation, holidays and sick daysgenerous leave programs, including paid parental bonding leavemedical, dental, vision coverage, short- and long-term disability, and life insurancegenerous retirement benefitsopportunities for advancement in a successful and growing company

about amica

amica mutual insurance company is america’s oldest mutual insurer of automobiles. a direct national writer, amica also offers home, marine and umbrella insurance. amica life insurance company, a wholly owned subsidiary, provides life insurance and retirement solutions. amica was founded on the principles of creating peace of mind and building enduring relationships for and with our exceptionally loyal policyholders, a mission that thousands of employees in offices nationwide share and support.

equal opportunity policy: all qualified applicants who are authorized to work in the united states will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity, gender expression, sexual orientation, family status, ethnicity, age, national origin, ancestry, physical and/or mental disability, mental condition, military status, genetic information or any other class protected by law. the age discrimination in employment act prohibits discrimination on the basis of age with respect to individuals who are 40 years of age or older. employees are subject to the provisions of the workers' compensation act.

#li-ht1

hp15
*cb*",3.6,Amica Insurance Company,"Lincoln, RI",1001 to 5000 Employees,1907,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),94,158,126.0,Amica Insurance Company,RI,113,0,0,0,0,0,0
Business Intelligence Analyst,$94K - $158K,looking for an opportunity to leverage your analytical and technical skills? amli residential has a brand new opportunity for the candidate who has demonstrated success at synthesizing data and effectively translating findings into meaningful business recommendations.,4.3,AMLI Residential,"Chicago, IL",501 to 1000 Employees,1980,Company - Private,Real Estate,Real Estate,$100 to $500 million (USD),94,158,126.0,AMLI Residential,IL,40,0,0,0,0,0,0
"Principal Scientist, Associate Manager",$94K - $158K,"the responsibilities include oversight and individual delivery of analytical method development, development of hplc methods, and preparative hplc development.",-1.0,Tergus Pharma,"Durham, NC",-1,-1,-1,-1,-1,-1,94,158,126.0,Tergus Pharma,NC,-1,0,0,0,0,0,0
Data Engineer - Remote,$94K - $158K,"who we are

the $21b powersports market (motorcycles, atvs, utvs, pwcs, snowmobiles) is all about fast and fun, but the purchasing process is slow and frustrating. octane enables consumers to live their passion by making powersports purchases instant, seamless, and widely available. octane launched a credit product, branded as roadrunner financial, in 2016 to provide financing to prime and near-prime consumers who have historically been underserved by incumbent banks, expanding coverage to 50% of responsible consumers. together with our automated underwriting and digital buying experience, octane and roadrunner cut the time to close a transaction from hours to minutes.

we are both the platform and the lender, which means we have both high growth and positive unit economicsrare for a fintech. octane has raised >$100m in equity from ia ventures, valar ventures, contour venture partners, citi ventures, and other leading investors.

what we need

the octane data team is on a mission to empower all octanes to seamlessly and confidently conduct rigorous analysis, build accurate reporting, and most importantly, make data-driven decisions to propel the business forward. from informing credit policy to creating product enhancements to updating servicing protocols, availability and accessibility of quality data is critical. our vision is to build out a best-in-class modern data platform by accelerating the data engineering lifecycle through technical and process innovation.

we are looking for a passionate data engineer to share the ownership and technical vision of the team; a dynamic team player who is inquisitive about our data domains and has a data-as-product mindset.

what you'll do


expose a variety of data sources into a centralized data warehouse capable of supporting analytics, reporting, and visualization
build and manage etl processing that is efficient, scalable, and performant
learn from experienced senior engineers and follow engineering best practices
design and implement secure and auditable cloud based data infrastructure
collaborate with teammates and cross functionally to improve products and support data science initiatives.
participate in on-call and scrum rotations

who you are


have a passion for data processing and 1-3 years experience working in backend software engineering and/or data engineering
knowledge of etl processing, data pipelines, and data warehouses
proficiency with python and sql
desire to learn spark and data operations (experience is a plus)
some experience using aws or other cloud services provider or the desire to do so
experience working with data that has regulatory, privacy, auditing, and security requirements (ideally in the consumer lending industry) is a plus

benefits


robust health care plans (medical, dental & vision)
generous parental leave
up to 5 weeks pto (self-managed)
retirement plan (401k) with company contribution 

educational assistance/tuition reimbursement up to $3k/year 

life insurance (basic, voluntary & ad&d)
short term / long term disability & life insurance
pre-tax commuter benefits
team activities (remotely)
monthly company gift

octane lending is an equal opportunity employer committed to providing equal employment opportunity without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or any other protected status with respect to recruitment, hiring, promotion and other terms and conditions of employment.",4.0,Octane,Remote,201 to 500 Employees,2014,Company - Private,Lending,Finance,Unknown / Non-Applicable,94,158,126.0,Octane,Remote,6,1,0,1,1,1,0
Senior Marketing Data Scientist,$94K - $158K,job title: senior marketing data scientist,3.2,Aptean,"Alpharetta, GA",1001 to 5000 Employees,2012,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),94,158,126.0,Aptean,GA,8,0,0,0,0,0,0
Business Intelligence Analyst,$94K - $158K,"business intelligence analyst



location



atlanta - midtown



department



financial planning and analysis



employment duration



full time




apply now",2.6,Purchasing Power,"Atlanta, GA",201 to 500 Employees,2001,Company - Private,Financial Transaction Processing,Finance,$100 to $500 million (USD),94,158,126.0,Purchasing Power,GA,19,0,0,0,0,0,0
E-commerce Analytics Manager,$94K - $158K,"organized, detail-oriented, innovative, self-starter, and works well in a fast-paced environment; these are some of the qualities we are looking for in our newest member of our growing e-commerce team! here is a unique opportunity to join a proud and growing berkshire hathaway company that is well-known in the industry for its creative advertising and employee-focused culture. reporting to the director of e-commerce, the web analytics manager is responsible for delivering the best-in-class web analytics aimed at understanding the customer journey and conversion trends, drive sales, as well as, proactively identify optimization opportunities to champion for execution. partners with cross-functional stakeholders to assess actual vs. expected performance.",3.9,Jordan's Furniture,"East Taunton, MA",1001 to 5000 Employees,1918,Subsidiary or Business Segment,Home Furniture & Housewares Stores,Retail,$100 to $500 million (USD),94,158,126.0,Jordan's Furniture,MA,102,0,0,0,0,0,0
Business Intelligence Analyst- Florida Applicant Only,$94K - $158K,touchsuite is one of america’s leading financial technology companies focused on the electronic payment space. touchsuite has been honored seven times on inc. magazine’s “inc. 500” list of the fastest growing private companies in america.,3.5,TouchSuite,"Boca Raton, FL",51 to 200 Employees,2004,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,94,158,126.0,TouchSuite,FL,16,0,0,0,0,0,0
Senior Game Data Scientist,$111K - $176K,"zynga is a leading developer of the worlds most popular social games that are played by millions of people around the world each day. to-date, more than 1 billion people have played our games across web and mobile, including farmville, zynga poker, words with friends, harry potter: puzzles & spells, merge dragons!, empires & puzzles, hit it rich! slots, toy and toon blast, and csr racing.",4.2,Zynga,"Austin, TX",1001 to 5000 Employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),111,176,143.5,Zynga,TX,13,0,0,0,0,0,0
Data Scientist 1,$111K - $176K,"who we are: fueled by a fundamental belief that having access to financial services creates opportunity, paypal (nasdaq: pypl) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. our open digital payments platform gives paypal’s 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. through a combination of technological innovation and strategic partnerships, paypal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. available in more than 200 markets around the world, the paypal platform, including braintree, venmo and xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their paypal accounts in 25 currencies.
job description summary: simility, a paypal service, is an end-to-end fraud management platform helping large merchants, banks, and other fortune 1000 companies manage fraud and risk. our systems help enterprises detect fraudulent events real time and help protect these enterprises from online threats. we do so by creatively harnessing the power of data, machine learning and humans and be on the cutting edge of fraud detection techniques and algorithms. simility welcomes big thinkers and passionate team players, who are ready to take their career to the next level.
job description:
simility’s decision scientists are comprehensive product experts who collaborate with customers and internal teams to ensure that their customers are successful in their deployments. they continually build upon and apply their technical knowledge and skills across the product suite at every level of the customer engagement. a successful decision scientist will strategize and consult with clients on implementing simility to handle their fraud problems. decision scientists also spend their time collating feedback from clients and working with engineering and product team to develop new product features
primary responsibilities:
work closely with multiple large & strategic customers to consult and strategize on the approach in tacking fraud, and ensure simility is deployed and performs well
work with engineering teams to ensure best practices are followed for product deployment and solution implementation
regularly analyze large data sets to identify fraud patterns and implement necessary changes to the system
collate feedback from clients and work with cross functional teams to recommend, design and implement new product features
be a clear subject matter expert of simility’s platform as well as developing risk solutions in specific fields (banking, finance, ecommerce)
make business recommendations to the executive and cross-functional teams with effective presentations of findings at multiple levels of stakeholders.
qualifications and experience:
ba/bs degree in computer science, engineering, mathematics, statistics, data mining or related field or equivalent practical experience.
a minimum of 4 years of experience in advanced data analysis, research, risk and fraud investigation or internet industry.
experience with python, sql, r or javascript.
preferred experience:
ms/phd degree in computer science, engineering, mathematics, statistics, data mining or related field or equivalent practical experience.
experience in one of the following areas: ecommerce, online payments, user trust/risk/fraud investigation/product abuse.
project management experience and attention to detail with the ability to gets things done.
strong process improvement, prioritization, and multi-tasking capabilities.
demonstrated analytical thinking through data-driven decisions, as well as the technical know-how, charisma, and ability to work with your team to make a big impact.
knowledge of database structures and/or working with unix/linux.
outstanding leadership, influencing, communication, interpersonal and teamwork skills.
we're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. we hold ourselves to our one team behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. our employees challenge the status quo, ask questions, and find solutions. we want to break down barriers to financial empowerment. join us as we change the way the world defines financial freedom.
paypal provides equal employment opportunity (eeo) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. in addition, paypal will provide reasonable accommodations for qualified individuals with disabilities.",4.0,PayPal,"San Jose, CA",10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),111,176,143.5,PayPal,CA,22,1,0,0,0,0,0
Data Engineer,$111K - $176K,job description,4.6,Object Partners,"Saint Louis, MO",201 to 500 Employees,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),111,176,143.5,Object Partners,MO,24,0,0,0,0,0,0
Data Engineer - Cloud Services,$111K - $176K,why 2nd watch,3.8,"2nd Watch, Inc.",United States,201 to 500 Employees,2010,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),111,176,143.5,"2nd Watch, Inc.",United States,10,0,0,0,0,0,0
Data Engineer,$111K - $176K,"sdg is a high performance software community. sdg consultants build and deliver custom software for some of the largest and most recognizable local and national brands. in this role you will be asked to leverage your current skills and learn new ones. working in over 200 different technologies and continually learning together, you can expect a one-of-a-kind and award winning work experience.",4.9,Solution Design Group,"Golden Valley, MN",201 to 500 Employees,1989,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),111,176,143.5,Solution Design Group,MN,31,0,0,0,0,0,0
Data Analyst Digital Marketing,$111K - $176K,"are you passionate about using data, finding insights, and trying to explain why things are what they are? if so, read on.",4.2,TaylorMade Golf,"Carlsbad, CA",1001 to 5000 Employees,1979,Company - Private,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),111,176,143.5,TaylorMade Golf,CA,41,0,0,0,0,0,0
Data Scientist,$111K - $176K,about ai & analytics:,3.7,Cognizant Technology Solutions,"Irving, TX",10000+ Employees,1994,Company - Public,-1,-1,$10+ billion (USD),111,176,143.5,Cognizant Technology Solutions,TX,26,0,0,0,0,0,0
Data Scientist,$111K - $176K,"grammarly is continuing to grow our team during the covid-19 pandemic, conducting fully remote hiring and onboarding processes. all grammarly team members can work remotely until august 2021.",5.0,Grammarly,"San Francisco, CA",201 to 500 Employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,111,176,143.5,Grammarly,CA,11,0,0,0,0,0,0
"Professional, Data Analyst",$111K - $176K,"responsible for the creation and accuracy of data extracts and reports, including but not limited to member eligibility, provider, medical & pharmacy encounters, and claim payment. reconcile data and payment, and ensure complete, accurate and timely revenue within state and federal guidelines. must constantly monitor the status of new, existing, and previous discrepancies or recovery situations. actively participate in the development, testing and implementation of file extracts and layouts to meet vendor and regulatory agency requirements. oversee the extraction, integrity, and submission of data. analyze federal and state programs to report trends and recommendations to management. performs other duties as assigned.",3.6,MVP Health Care,"Rochester, NY",1001 to 5000 Employees,1982,Nonprofit Organization,Insurance Carriers,Insurance,Less than $1 million (USD),111,176,143.5,MVP Health Care,NY,38,0,0,0,0,0,0
Sr. Data Scientist,$111K - $176K,senior data scientist- temporary assignment (remote),4.0,Rubicon,"Atlanta, GA",201 to 500 Employees,2008,Company - Private,Building & Personnel Services,Business Services,$500 million to $1 billion (USD),111,176,143.5,Rubicon,GA,12,0,0,0,0,0,0
Data Scientist - Operations Research,$111K - $176K,we are cognizant artificial intelligence,3.7,Cognizant Technology Solutions,"Saint Louis, MO",10000+ Employees,1994,Company - Public,-1,-1,$10+ billion (USD),111,176,143.5,Cognizant Technology Solutions,MO,26,0,0,0,0,0,0
Data Scientist/Applied Mathematician R-20,$111K - $176K,data scientist/applied mathematician r-20,5.0,"Exquadrum, Inc.","Edwards AFB, CA",1 to 50 Employees,-1,Company - Private,Research & Development,Business Services,$1 to $5 million (USD),111,176,143.5,"Exquadrum, Inc.",CA,-1,0,0,0,0,0,0
Data Analyst (Insurance; TPA),$111K - $176K,"sbma, a third-party administrator, is currently seeking a data analyst to join our growing team. the data analyst will work closely with upper management in our eligibility department to assist with insurance-related data and special projects.",-1.0,Staff Benefits Management and Administrators,"San Diego, CA",-1,-1,-1,-1,-1,-1,111,176,143.5,Staff Benefits Management and Administrators,CA,-1,0,0,0,0,0,0
Data Scientist,$111K - $176K,"our missionwe’re here to create a safer, happier and more mindful future for all with the help of data science, engineering, design, and mobile technology. we're starting by reinventing insurance, by rethinking the technologies that enable it, but our true goal is to build a platform that rewards people for driving well — creating safer roads with fewer accidents in the process.
backed by impressive funding, we're poised to re-engineer a trillion-dollar category. we’re using rich customer insights, advanced technology and data science to build our cloud-native insurtech solution. we're out to change behavior and promote mindful living. 
job requirementsyou must have all the skills and experiences associated with one of the options below. these options change over time and reflect the current needs of the team.",4.7,Blue Owl,"San Francisco, CA",51 to 200 Employees,2016,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,111,176,143.5,Blue Owl,CA,4,0,0,0,0,1,0
Market Data Analyst,$111K - $176K,"we are seeking a creative, data driven marketing analyst to join our fast paced, growing organization. candidate is responsible for researching product and manufacturing trends, evaluating campaign results and making recommendations for growth and operating efficiency improvements to our management team. the ideal candidate will have experience with complex data mining/analysis and implementation. this is a growth position with upward mobility. complete benefit package includes medical, dental, vision life insurance, student loan repayment assistance and a 401(k) company matched contribution.

responsibilities:

evaluate market trends and patterns to suggest new & complementary products
manage distribution price list and analyze market data to identify cause and effect relationships
evaluate product, pricing, placement (distribution channels) and promotion (advertisements/marketing campaigns) and present recommendations to management
work closely with distribution channel partners to grow market share in under-represented markets
examine return on investment of marketing campaigns
travel to customers and industry events to gather market intelligence
visit other amphenol business units domestically and internationally to learn best-practices and facilitate implementation internally
work closely with sales and marketing to track competitive landscape and market trends

requirements:

undergraduate or masters degree in marketing, business, engineering or related field
demonstrated aptitude for analytics
proven record of leadership in a work setting and/or through extracurricular activities
exceptional analytical and quantitative problem-solving skills
ability to work collaboratively in a team environment
ability to work effectively with people at all levels in an organization

preferred:

1-3 years of experience in a fast-paced global manufacturing environment

“an equal opportunity employer” minority/female/disabled/vet/sexual orientation/gender identity or national origin"" drug free workplance.

itar - the candidate must be able to legally work in the united states; we are unable to provide sponsorship. position requires candidate to be a us person as defined in itar, 22 cfr 120.15 (us citizenship or resident alien status) and defined by 8 usc 1101(a) (20).",3.7,SV Microwave,"West Palm Beach, FL",201 to 500 Employees,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),111,176,143.5,SV Microwave,FL,29,0,0,0,0,0,0
